type,phone,F1_25,F2_25,F3_25,B1_25,B2_25,B3_25,F1_75,F2_75,F3_75,B1_75,B2_75,B3_75
means,i,391.645344436,2219.5904617714,2966.2165026495,1.774969366,2.2589480998,2.3862240499,397.5128690386,2130.1298258895,2913.1021953066,1.9024712482,2.3582821058,2.4747703945
means,y,383.5249169435,2006.1295681063,2709.6303986711,1.8007098756,2.2720554874,2.3821890689,376.311461794,1937.823089701,2673.7333887043,1.8030073374,2.2928396916,2.4176689977
means,e,426.7768052516,2266.5010940919,2899.6214442013,1.6999734212,2.2610063728,2.4237930411,384.363238512,2339.1050328228,2906.4989059081,1.8224378176,2.3273659444,2.4660532787
means,ø,426.0407876231,1697.1054852321,2372.4135021097,1.6126616356,2.1390504357,2.3342794761,400.8945147679,1682.6736990155,2302.6990154712,1.7936390757,2.2523474347,2.4921821071
means,ɛ,610.4626391097,1843.2639109698,2730.0476947536,1.9086073648,2.2574387867,2.3810056253,588.5405405405,1957.1510333863,2741.9841017488,2.0156598817,2.2883609414,2.4256273282
means,ɛ̃,612.4966442953,1894.0536912752,2832.4765100671,2.1563433427,2.2030216012,2.4285016144,495.9395973154,2116.7516778524,2890.0536912752,2.2739169869,2.387182546,2.5573395287
means,œ,706.7808988764,1372.9241573034,2530.9424157303,2.0758198698,2.1745991711,2.4149680385,646.683988764,1478.3188202247,2293.1952247191,2.1134806315,2.2764524688,2.4512110066
means,œ̃,625.8693333333,1507.716,2389.0546666667,2.2423352694,2.2242500215,2.5640561943,513.956,1595.4813333333,2296.4106666667,2.3618398799,2.3244775153,2.626780823
means,ə,467.8118466899,1834.8292682927,2637.2299651568,1.6512362788,2.147162184,2.2542500032,480.0905923345,1791.3449477352,2644.5644599303,1.8679664548,2.166624155,2.3323657435
means,a,700.8855421687,1695.171686747,2740.5210843374,2.0901042659,2.220262015,2.4319315511,703.9126506024,1664.2951807229,2744.8960843374,2.1474570249,2.2618962043,2.4492986649
means,ɑ̃,737.619047619,1445.0952380952,2630.5857142857,2.34744605,2.1527917176,2.6484827177,614.1,1384.8285714286,2617.7571428571,2.4619883157,2.2523703294,2.7848224966
means,ɔ̃,615.2837837838,1063.3310810811,2454.0945945946,2.3669552371,2.1826401256,2.6611508765,470.0878378378,1093.6756756757,2430.8783783784,2.4270627013,2.6068373338,2.8355520402
means,ɔ,578.3421052632,1364.8815789474,2674.9605263158,1.8018419757,2.0045331569,2.2358797656,578.2828947368,1401.302631579,2692.875,1.8033470015,2.0614544933,2.2455232383
means,o,432.4102564103,997.0769230769,2654.2884615385,1.6216107411,2.0501572271,2.3299655001,398.4551282051,931.6602564103,2664.0384615385,2.1521275417,2.6212264314,2.6762669268
means,u,394.0970654628,1259.1489841987,2562.079006772,1.7893575413,2.2807751528,2.4280262018,380.7471783296,1258.8702031603,2610.9006772009,1.8759736698,2.3886737002,2.4972174835
means,ɪ,391.645344436,2219.5904617714,2966.2165026495,1.774969366,2.2589480998,2.3862240499,397.5128690386,2130.1298258895,2913.1021953066,1.9024712482,2.3582821058,2.4747703945
means,ʊ,394.0970654628,1259.1489841987,2562.079006772,1.7893575413,2.2807751528,2.4280262018,380.7471783296,1258.8702031603,2610.9006772009,1.8759736698,2.3886737002,2.4972174835
means,ɑ,700.8855421687,1695.171686747,2740.5210843374,2.0901042659,2.220262015,2.4319315511,703.9126506024,1664.2951807229,2744.8960843374,2.1474570249,2.2618962043,2.4492986649
matrix,a,0.0001429087,-0.00000102,-0.0000105,-0.01943987,-0.0031199196,0.0006080112,-0.0000595,0.00000528,-0.00000293,0.0016865855,-0.0029254968,0.0075906938
matrix,a,-0.00000102,0.000067,-0.0000159,0.0084429142,-0.0138134564,-0.0032213114,-0.00000193,-0.0000484,0.00000649,-0.0009737413,0.006549696,0.0015441444
matrix,a,-0.0000105,-0.0000159,0.0000721,-0.005417768,0.0109665523,-0.0005122469,0.000000959,0.0000114,-0.0000458,0.0047604955,-0.007649734,-0.001635679
matrix,a,-0.01943987,0.0084429142,-0.005417768,19.3272209137,-7.9121010537,-6.3532517503,0.0067943215,-0.0087345343,0.0068476862,-4.7188955482,3.3988305048,4.0431538608
matrix,a,-0.0031199196,-0.0138134564,0.0109665523,-7.9121010537,27.9053944148,-0.364863794,0.0008116692,0.0076768596,-0.0075235013,3.1456573773,-13.2633111051,-2.0776714689
matrix,a,0.0006080112,-0.0032213114,-0.0005122469,-6.3532517503,-0.364863794,20.2321307213,0.0026312572,0.0012169388,0.0003159846,1.1451722062,0.6183061839,-11.7199821758
matrix,a,-0.0000595,-0.00000193,0.000000959,0.0067943215,0.0008116692,0.0026312572,0.0001093513,0.0000112,-0.00000447,0.0005953047,-0.0081059124,-0.0040061587
matrix,a,0.00000528,-0.0000484,0.0000114,-0.0087345343,0.0076768596,0.0012169388,0.0000112,0.0000602,-0.0000182,0.0070103029,-0.0072548588,-0.0016981293
matrix,a,-0.00000293,0.00000649,-0.0000458,0.0068476862,-0.0075235013,0.0003159846,-0.00000447,-0.0000182,0.0000624,-0.0092519494,0.0071164241,-0.0013925909
matrix,a,0.0016865855,-0.0009737413,0.0047604955,-4.7188955482,3.1456573773,1.1451722062,0.0005953047,0.0070103029,-0.0092519494,16.8624437118,-3.6237286019,-3.5411215404
matrix,a,-0.0029254968,0.006549696,-0.007649734,3.3988305048,-13.2633111051,0.6183061839,-0.0081059124,-0.0072548588,0.0071164241,-3.6237286019,21.3145935759,-1.7808547789
matrix,a,0.0075906938,0.0015441444,-0.001635679,4.0431538608,-2.0776714689,-11.7199821758,-0.0040061587,-0.0016981293,-0.0013925909,-3.5411215404,-1.7808547789,20.7324981496
matrix,i,0.0001861482,-0.00000841,0.00000381,-0.011883518,0.0048536305,0.0019059893,-0.0000642,0.00000668,0.00000468,0.0020079849,0.0008702599,0.0028980143
matrix,i,-0.00000841,0.0000544,-0.0000279,0.0030310417,0.0022341906,-0.0062104794,0.00000167,-0.00002,0.00000372,0.0031617084,-0.0062945253,0.002317649
matrix,i,0.00000381,-0.0000279,0.000059,-0.0036075659,0.0021785609,0.00056502,0.0000085,0.00000681,-0.0000298,0.0000285,-0.0011772938,-0.0025875197
matrix,i,-0.011883518,0.0030310417,-0.0036075659,17.9600402998,-3.701149869,-3.1199417937,0.0012824644,-0.0002185981,-0.0022592916,-4.6839093055,-0.6743337256,-1.3693549484
matrix,i,0.0048536305,0.0022341906,0.0021785609,-3.701149869,14.583320016,-0.9250964683,-0.0047501071,-0.0001058978,-0.0019561218,1.3660815299,-5.3537766512,1.7087228665
matrix,i,0.0019059893,-0.0062104794,0.00056502,-3.1199417937,-0.9250964683,23.5710713169,0.0002258261,0.0017148777,-0.0017242003,-0.8484132099,1.9991003558,-7.6141243322
matrix,i,-0.0000642,0.00000167,0.0000085,0.0012824644,-0.0047501071,0.0002258261,0.0001212755,-0.00000496,-0.00000928,-0.0092661662,0.0069664778,0.0058846519
matrix,i,0.00000668,-0.00002,0.00000681,-0.0002185981,-0.0001058978,0.0017148777,-0.00000496,0.0000294,-0.0000133,0.0000197,0.0029506276,-0.0023059803
matrix,i,0.00000468,0.00000372,-0.0000298,-0.0022592916,-0.0019561218,-0.0017242003,-0.00000928,-0.0000133,0.0000557,-0.0015087848,0.0052422433,-0.0000423
matrix,i,0.0020079849,0.0031617084,0.0000285,-4.6839093055,1.3660815299,-0.8484132099,-0.0092661662,0.0000197,-0.0015087848,15.9805859552,-4.6634810805,-5.5936380446
matrix,i,0.0008702599,-0.0062945253,-0.0011772938,-0.6743337256,-5.3537766512,1.9991003558,0.0069664778,0.0029506276,0.0052422433,-4.6634810805,13.5871814939,-1.7316142495
matrix,i,0.0028980143,0.002317649,-0.0025875197,-1.3693549484,1.7087228665,-7.6141243322,0.0058846519,-0.0023059803,-0.0000423,-5.5936380446,-1.7316142495,22.5787252741
matrix,œ̃,0.0002412559,0.00000657,-0.0000292,-0.0120413542,-0.0072386913,-0.0076695853,-0.0000642,-0.000019,0.0000209,-0.0289314825,0.0014374296,0.0115125454
matrix,œ̃,0.00000657,0.0000543,-0.00000703,0.020341982,-0.0043864244,-0.0030621482,-0.00000838,-0.0000215,-0.00000433,-0.0059589231,-0.0009860654,0.0078105632
matrix,œ̃,-0.0000292,-0.00000703,0.0000304,-0.0047937544,0.0097861697,0.0032714586,0.00000892,0.00000117,-0.0000136,0.002835819,-0.00091577,0.0008133981
matrix,œ̃,-0.0120413542,0.020341982,-0.0047937544,42.7221864122,-10.3559600405,-15.1360350987,0.0060717275,-0.0059930321,-0.0018473987,-5.2996299866,4.5514009178,7.1181213152
matrix,œ̃,-0.0072386913,-0.0043864244,0.0097861697,-10.3559600405,23.7254325466,3.8703070575,0.0008338206,-0.002534068,-0.0031511971,1.958267471,-5.6951895142,-0.0626076085
matrix,œ̃,-0.0076695853,-0.0030621482,0.0032714586,-15.1360350987,3.8703070575,25.0513794303,0.0055320691,0.0013877104,0.0015201031,1.4581704233,-4.4282736189,-6.7602366364
matrix,œ̃,-0.0000642,-0.00000838,0.00000892,0.0060717275,0.0008338206,0.0055320691,0.0000979,0.000004,-0.00000464,-0.00181232,0.0020818848,-0.0051960648
matrix,œ̃,-0.000019,-0.0000215,0.00000117,-0.0059930321,-0.002534068,0.0013877104,0.000004,0.0000471,-0.00000603,0.0077688762,0.001599874,-0.0120493997
matrix,œ̃,0.0000209,-0.00000433,-0.0000136,-0.0018473987,-0.0031511971,0.0015201031,-0.00000464,-0.00000603,0.000023,-0.0024810878,0.0038481318,-0.0026994071
matrix,œ̃,-0.0289314825,-0.0059589231,0.002835819,-5.2996299866,1.958267471,1.4581704233,-0.00181232,0.0077688762,-0.0024810878,23.2923039586,-2.1367433822,-3.3119614398
matrix,œ̃,0.0014374296,-0.0009860654,-0.00091577,4.5514009178,-5.6951895142,-4.4282736189,0.0020818848,0.001599874,0.0038481318,-2.1367433822,18.7304292823,4.6806156075
matrix,œ̃,0.0115125454,0.0078105632,0.0008133981,7.1181213152,-0.0626076085,-6.7602366364,-0.0051960648,-0.0120493997,-0.0026994071,-3.3119614398,4.6806156075,20.9760201854
matrix,œ,0.0003747123,0.0000501,-0.0000382,-0.0094274466,-0.0301560351,-0.0076432124,-0.0001626414,-0.0000655,0.0000265,-0.0108016478,-0.0000938,0.0176748193
matrix,œ,0.0000501,0.0000933,-0.00000943,0.0093335798,-0.0070719874,-0.0026387973,-0.0000332,-0.0000318,-0.000019,-0.0075952032,0.0037876832,0.007607895
matrix,œ,-0.0000382,-0.00000943,0.0000361,-0.0010418198,0.010039192,0.0024162115,0.00000955,-0.00000178,-0.0000127,-0.0030455171,0.001012185,-0.0011844104
matrix,œ,-0.0094274466,0.0093335798,-0.0010418198,31.9786298892,-8.1409473877,-5.1675356188,0.0049361847,-0.0014601394,-0.0020733012,-11.7788303292,6.5851135908,-0.933312787
matrix,œ,-0.0301560351,-0.0070719874,0.010039192,-8.1409473877,36.6699494843,-1.0929243124,0.0126363605,0.0030352411,-0.0086219764,5.3939295718,-12.2977899999,1.3718387334
matrix,œ,-0.0076432124,-0.0026387973,0.0024162115,-5.1675356188,-1.0929243124,16.5099086761,0.0038653605,0.0030181629,0.0014521857,-0.4242194434,1.6941337154,-5.536655896
matrix,œ,-0.0001626414,-0.0000332,0.00000955,0.0049361847,0.0126363605,0.0038653605,0.0002469123,0.0000485,-0.0000161,0.0031266391,-0.006068142,-0.0103820697
matrix,œ,-0.0000655,-0.0000318,-0.00000178,-0.0014601394,0.0030352411,0.0030181629,0.0000485,0.000112059,-0.0000101,0.0081040263,-0.002839836,-0.0055486406
matrix,œ,0.0000265,-0.000019,-0.0000127,-0.0020733012,-0.0086219764,0.0014521857,-0.0000161,-0.0000101,0.0000314,-0.0021124206,0.0051068547,-0.0032842207
matrix,œ,-0.0108016478,-0.0075952032,-0.0030455171,-11.7788303292,5.3939295718,-0.4242194434,0.0031266391,0.0081040263,-0.0021124206,30.568124012,-15.8670598802,-5.3170029958
matrix,œ,-0.0000938,0.0037876832,0.001012185,6.5851135908,-12.2977899999,1.6941337154,-0.006068142,-0.002839836,0.0051068547,-15.8670598802,31.925705915,-0.1217811092
matrix,œ,0.0176748193,0.007607895,-0.0011844104,-0.933312787,1.3718387334,-5.536655896,-0.0103820697,-0.0055486406,-0.0032842207,-5.3170029958,-0.1217811092,19.8395913915
matrix,ø,0.0004633176,0.0000314,-0.00000659,-0.0043083987,-0.0051943527,0.0016669827,-0.0001536948,-0.0000111,0.00000684,0.0001851916,0.0048265226,-0.0028972432
matrix,ø,0.0000314,0.0000656,-0.0000146,0.0075747708,-0.0045116602,-0.0036231209,-0.0000264,-0.0000429,0.00000708,-0.0023211834,0.0000328,0.0040558841
matrix,ø,-0.00000659,-0.0000146,0.0000402,-0.0031750535,0.003457053,-0.0019168791,0.0000114,0.00000116,-0.0000237,0.0028057177,0.0000793,0.0034263909
matrix,ø,-0.0043083987,0.0075747708,-0.0031750535,17.377188255,-6.1768904348,-5.4708415621,-0.0004165611,-0.0001994535,-0.0002785604,-5.2242595962,-0.1778231933,0.9223373573
matrix,ø,-0.0051943527,-0.0045116602,0.003457053,-6.1768904348,21.2856762127,0.1992438393,-0.0026449211,0.0026075372,-0.0030742702,-1.4721932957,-3.7550137865,4.4256651949
matrix,ø,0.0016669827,-0.0036231209,-0.0019168791,-5.4708415621,0.1992438393,21.0537670516,-0.0005564589,-0.0013135136,0.0031150791,0.1280715378,2.3584913258,-2.0901459153
matrix,ø,-0.0001536948,-0.0000264,0.0000114,-0.0004165611,-0.0026449211,-0.0005564589,0.0003218029,0.0000288,-0.0000136,-0.0014443994,0.0018593719,0.003685542
matrix,ø,-0.0000111,-0.0000429,0.00000116,-0.0001994535,0.0026075372,-0.0013135136,0.0000288,0.0000849,-0.0000121,0.0019184923,-0.003450378,-0.0090339117
matrix,ø,0.00000684,0.00000708,-0.0000237,-0.0002785604,-0.0030742702,0.0031150791,-0.0000136,-0.0000121,0.0000371,-0.0027383715,0.0004629783,-0.0041780758
matrix,ø,0.0001851916,-0.0023211834,0.0028057177,-5.2242595962,-1.4721932957,0.1280715378,-0.0014443994,0.0019184923,-0.0027383715,13.194024736,-1.6331648602,-5.4709073427
matrix,ø,0.0048265226,0.0000328,0.0000793,-0.1778231933,-3.7550137865,2.3584913258,0.0018593719,-0.003450378,0.0004629783,-1.6331648602,20.375362854,2.6803339584
matrix,ø,-0.0028972432,0.0040558841,0.0034263909,0.9223373573,4.4256651949,-2.0901459153,0.003685542,-0.0090339117,-0.0041780758,-5.4709073427,2.6803339584,17.6631115388
matrix,u,0.0001851982,-0.0000132,-0.0000357,-0.0141676906,-0.0058041486,0.0067448838,-0.0000391,-0.00000678,0.00000934,0.0012657221,0.0073197864,-0.0040038975
matrix,u,-0.0000132,0.0000225,-0.00000056,0.0034291246,-0.0012758224,-0.0030162924,0.00000693,-0.00000559,0.00000597,-0.0017165142,-0.0006735753,0.0000764
matrix,u,-0.0000357,-0.00000056,0.0000744,0.0026896896,0.0082478133,0.0015332463,-0.0000109,0.00000593,-0.0000438,0.0003399758,-0.0012656685,0.0036316621
matrix,u,-0.0141676906,0.0034291246,0.0026896896,16.2824920558,-1.4985601021,-3.9957340132,0.0036920413,0.0002640045,-0.0012168922,-2.6118750712,-0.8410311205,0.1302062501
matrix,u,-0.0058041486,-0.0012758224,0.0082478133,-1.4985601021,16.9065626911,-2.0416598403,0.0028007356,0.0025228896,-0.0038168836,1.0613896055,-5.3016857546,1.619303999
matrix,u,0.0067448838,-0.0030162924,0.0015332463,-3.9957340132,-2.0416598403,18.3425221486,-0.0042192432,0.0001183414,0.0002685392,1.1522574913,1.117185887,-5.246823432
matrix,u,-0.0000391,0.00000693,-0.0000109,0.0036920413,0.0028007356,-0.0042192432,0.000160817,-0.00000655,-0.00000418,-0.0045483305,0.0043850104,0.0044776795
matrix,u,-0.00000678,-0.00000559,0.00000593,0.0002640045,0.0025228896,0.0001183414,-0.00000655,0.0000156,-0.0000101,0.0014475878,-0.0012844917,-0.0005409181
matrix,u,0.00000934,0.00000597,-0.0000438,-0.0012168922,-0.0038168836,0.0002685392,-0.00000418,-0.0000101,0.0000762,0.001164195,0.0033527166,-0.0015878942
matrix,u,0.0012657221,-0.0017165142,0.0003399758,-2.6118750712,1.0613896055,1.1522574913,-0.0045483305,0.0014475878,0.001164195,12.719521366,-2.1587794337,-3.0900373757
matrix,u,0.0073197864,-0.0006735753,-0.0012656685,-0.8410311205,-5.3016857546,1.117185887,0.0043850104,-0.0012844917,0.0033527166,-2.1587794337,11.0152172034,-2.8057988995
matrix,u,-0.0040038975,0.0000764,0.0036316621,0.1302062501,1.619303999,-5.246823432,0.0044776795,-0.0005409181,-0.0015878942,-3.0900373757,-2.8057988995,15.4094813868
matrix,y,0.0002695001,0.00000779,0.00000915,-0.0234970999,0.0039721032,0.0067145255,-0.0001020865,0.00000241,-0.000014,0.0069820718,-0.0003307365,-0.000653132
matrix,y,0.00000779,0.0000486,-0.0000154,0.0033912933,-0.0004340229,-0.0033088127,0.00000289,-0.000029,0.00000422,0.0011121613,-0.0051549554,0.0024973458
matrix,y,0.00000915,-0.0000154,0.0000504,-0.0028877474,0.0033345658,0.0003527123,0.000000303,0.00000311,-0.0000271,-0.002495447,0.0016605273,0.0013026167
matrix,y,-0.0234970999,0.0033912933,-0.0028877474,20.2791053105,-5.2315361485,-4.8466471405,0.0100598527,-0.0070584618,0.0024654805,-4.4820758283,-0.5902079318,0.3135827751
matrix,y,0.0039721032,-0.0004340229,0.0033345658,-5.2315361485,17.1978803035,1.1206412028,-0.0053177559,-0.0008402363,-0.0009833728,-0.1741056104,-4.9315913312,3.9813884655
matrix,y,0.0067145255,-0.0033088127,0.0003527123,-4.8466471405,1.1206412028,21.5025208448,-0.0005290101,0.0015829472,0.0012628834,0.8146089773,2.463165149,-6.8274796676
matrix,y,-0.0001020865,0.00000289,0.000000303,0.0100598527,-0.0053177559,-0.0005290101,0.0002501531,0.00000828,-0.00000979,-0.0176371633,0.0156621184,0.0116143323
matrix,y,0.00000241,-0.000029,0.00000311,-0.0070584618,-0.0008402363,0.0015829472,0.00000828,0.0000462,-0.0000132,-0.0009683294,0.0027483286,-0.0042739074
matrix,y,-0.000014,0.00000422,-0.0000271,0.0024654805,-0.0009833728,0.0012628834,-0.00000979,-0.0000132,0.0000515,-0.0031751273,0.0036553447,-0.0009038416
matrix,y,0.0069820718,0.0011121613,-0.002495447,-4.4820758283,-0.1741056104,0.8146089773,-0.0176371633,-0.0009683294,-0.0031751273,18.4760306855,-4.0208412138,-4.6685448775
matrix,y,-0.0003307365,-0.0051549554,0.0016605273,-0.5902079318,-4.9315913312,2.463165149,0.0156621184,0.0027483286,0.0036553447,-4.0208412138,13.5038817198,-0.6283471526
matrix,y,-0.000653132,0.0024973458,0.0013026167,0.3135827751,3.9813884655,-6.8274796676,0.0116143323,-0.0042739074,-0.0009038416,-4.6685448775,-0.6283471526,18.0318016741
matrix,ɑ̃,0.0002378142,-0.000011,-0.0000425,-0.0009118641,-0.0393515911,-0.0236253451,-0.0000554,0.00000698,0.00000629,0.0017740905,-0.0019885763,-0.0030808566
matrix,ɑ̃,-0.000011,0.0001281373,-0.000021,0.0048796367,0.0030364397,-0.0026170256,-0.00000407,-0.000095,0.0000199,-0.0143253569,0.0034160365,0.005602292
matrix,ɑ̃,-0.0000425,-0.000021,0.0000281,-0.004519495,0.0109955931,0.0066481988,0.0000165,0.0000227,-0.000015,0.0029933478,0.0036690997,-0.0063805415
matrix,ɑ̃,-0.0009118641,0.0048796367,-0.004519495,38.0587338003,-3.6058809495,-8.5509712722,0.004769458,0.0009576649,-0.0031927961,-1.1907019912,1.5419886834,2.3960542325
matrix,ɑ̃,-0.0393515911,0.0030364397,0.0109955931,-3.6058809495,30.1450307382,2.4273928027,0.0118639358,-0.002381467,-0.001785474,-1.6993110279,-6.3881347663,1.1823661776
matrix,ɑ̃,-0.0236253451,-0.0026170256,0.0066481988,-8.5509712722,2.4273928027,21.0055162763,0.0078092641,0.0039160203,-0.0003109256,-0.4058518515,-0.9731444139,-6.788040476
matrix,ɑ̃,-0.0000554,-0.00000407,0.0000165,0.004769458,0.0118639358,0.0078092641,0.0000571,0.0000113,-0.0000109,-0.0092125507,0.0018442537,0.0009432359
matrix,ɑ̃,0.00000698,-0.000095,0.0000227,0.0009576649,-0.002381467,0.0039160203,0.0000113,0.000107904,-0.0000262,0.0072171196,-0.00191959,-0.0114205132
matrix,ɑ̃,0.00000629,0.0000199,-0.000015,-0.0031927961,-0.001785474,-0.0003109256,-0.0000109,-0.0000262,0.0000213,-0.0037599706,-0.000835448,0.0049416623
matrix,ɑ̃,0.0017740905,-0.0143253569,0.0029933478,-1.1907019912,-1.6993110279,-0.4058518515,-0.0092125507,0.0072171196,-0.0037599706,20.4576767891,2.6203813384,-4.3527912208
matrix,ɑ̃,-0.0019885763,0.0034160365,0.0036690997,1.5419886834,-6.3881347663,-0.9731444139,0.0018442537,-0.00191959,-0.000835448,2.6203813384,23.783272606,-6.0749483446
matrix,ɑ̃,-0.0030808566,0.005602292,-0.0063805415,2.3960542325,1.1823661776,-6.788040476,0.0009432359,-0.0114205132,0.0049416623,-4.3527912208,-6.0749483446,21.909739959
matrix,o,0.0014026277,0.0000116,-0.0000413,-0.024399303,0.0056692534,-0.0187179737,-0.0001083869,0.00000334,-0.0001012732,-0.0251874653,0.0164571308,-0.0054985023
matrix,o,0.0000116,0.0000572,0.00000809,0.009481702,0.0016974153,0.0068735995,0.00000345,-0.00000915,0.0000142,0.0049150307,0.0060889054,0.0062198065
