type,phone,F1_25,F2_25,F3_25,B1_25,B2_25,B3_25,F1_75,F2_75,F3_75,B1_75,B2_75,B3_75
matrix,o,-0.0000413,0.00000809,0.0000754,-0.0149199547,-0.0041085782,0.0042388782,0.000055,0.0000156,-0.0000433,-0.010966732,-0.0046544644,-0.0124820448
matrix,o,-0.024399303,0.009481702,-0.0149199547,24.5974219586,-0.9778768698,3.2306956055,-0.0342110831,-0.0125943251,0.0337590672,9.061569178,5.0713749481,3.703131851
matrix,o,0.0056692534,0.0016974153,-0.0041085782,-0.9778768698,18.7670528805,-5.1681013067,-0.0244542632,-0.0008253665,0.0080193949,-0.5448417027,-1.5328839739,6.3379492046
matrix,o,-0.0187179737,0.0068735995,0.0042388782,3.2306956055,-5.1681013067,29.1722002784,-0.0310437096,-0.0058425314,0.0225456191,9.5943693011,8.0444457261,-12.1527889793
matrix,o,-0.0001083869,0.00000345,0.000055,-0.0342110831,-0.0244542632,-0.0310437096,0.0005186528,0.0000268,-0.0001341248,-0.0283627516,-0.0250515503,-0.0031037971
matrix,o,0.00000334,-0.00000915,0.0000156,-0.0125943251,-0.0008253665,-0.0058425314,0.0000268,0.0000346,-0.0000389,-0.0105502675,-0.0157036121,-0.006628883
matrix,o,-0.0001012732,0.0000142,-0.0000433,0.0337590672,0.0080193949,0.0225456191,-0.0001341248,-0.0000389,0.0001418872,0.0323522639,0.0226382765,0.0129158855
matrix,o,-0.0251874653,0.0049150307,-0.010966732,9.061569178,-0.5448417027,9.5943693011,-0.0283627516,-0.0105502675,0.0323522639,23.0669858042,7.0446318906,-2.9402955022
matrix,o,0.0164571308,0.0060889054,-0.0046544644,5.0713749481,-1.5328839739,8.0444457261,-0.0250515503,-0.0157036121,0.0226382765,7.0446318906,20.3376288341,-4.3683956087
matrix,o,-0.0054985023,0.0062198065,-0.0124820448,3.703131851,6.3379492046,-12.1527889793,-0.0031037971,-0.006628883,0.0129158855,-2.9402955022,-4.3683956087,34.2202382194
matrix,ɛ,0.000342328,0.0001198674,0.0000129,-0.0080943121,-0.0098558851,-0.022254438,-0.000144486,-0.000046,-0.0000275,0.0035520537,-0.016313952,0.0022063291
matrix,ɛ,0.0001198674,0.0000762,-0.0000123,0.0067825232,-0.0099327986,-0.0101617206,-0.0000344,-0.0000368,-0.00000849,-0.0009652326,-0.0076241619,0.0017747292
matrix,ɛ,0.0000129,-0.0000123,0.0000985,-0.0069765949,0.0059604791,-0.0004184833,-0.0000244,-0.00000138,-0.0000599,0.0005983083,0.0027046457,-0.00115102
matrix,ɛ,-0.0080943121,0.0067825232,-0.0069765949,23.3906743186,-6.6700848925,-3.1180030587,-0.0004165659,-0.0013828287,0.0064645659,-2.5939197268,-1.1329255261,-0.838392683
matrix,ɛ,-0.0098558851,-0.0099327986,0.0059604791,-6.6700848925,19.7161872067,-0.7794350229,0.0045154964,0.0032966977,-0.0072987264,1.5461640898,-7.6983360914,-0.2450313036
matrix,ɛ,-0.022254438,-0.0101617206,-0.0004184833,-3.1180030587,-0.7794350229,31.042784039,0.0133580114,0.0017848828,-0.0020114877,-1.1724371631,6.1007539361,-11.3158137771
matrix,ɛ,-0.000144486,-0.0000344,-0.0000244,-0.0004165659,0.0045154964,0.0133580114,0.0001960885,0.0000418,0.00000541,-0.00492399,-0.0014849696,-0.0072031353
matrix,ɛ,-0.000046,-0.0000368,-0.00000138,-0.0013828287,0.0032966977,0.0017848828,0.0000418,0.0000656,-0.0000241,0.0040729261,-0.0027684131,-0.0041153322
matrix,ɛ,-0.0000275,-0.00000849,-0.0000599,0.0064645659,-0.0072987264,-0.0020114877,0.00000541,-0.0000241,0.0001080521,-0.0015011323,0.0037138639,-0.0030161169
matrix,ɛ,0.0035520537,-0.0009652326,0.0005983083,-2.5939197268,1.5461640898,-1.1724371631,-0.00492399,0.0040729261,-0.0015011323,14.7637361849,-4.3172889699,-3.5577044063
matrix,ɛ,-0.016313952,-0.0076241619,0.0027046457,-1.1329255261,-7.6983360914,6.1007539361,-0.0014849696,-0.0027684131,0.0037138639,-4.3172889699,23.3751123413,-0.3579316167
matrix,ɛ,0.0022063291,0.0017747292,-0.00115102,-0.838392683,-0.2450313036,-11.3158137771,-0.0072031353,-0.0041153322,-0.0030161169,-3.5577044063,-0.3579316167,24.0529179953
matrix,ə,0.0005746294,-0.0000014,-0.0000365,-0.0240030728,0.0066943145,0.018580682,-0.0001701022,0.000058,0.000000873,-0.0026643683,0.0002141483,-0.0106501197
matrix,ə,-0.0000014,0.0002542411,-0.000089,0.0013415135,-0.0075920536,-0.022267704,-0.0000396,-0.0001625771,0.0000263,-0.0040233081,-0.0003311639,0.0004316584
matrix,ə,-0.0000365,-0.000089,0.0001641154,0.0119792988,0.0068185028,0.0016263659,-0.00000619,0.0000521,-0.0001048323,0.0063283457,-0.0109345597,0.0027499419
matrix,ə,-0.0240030728,0.0013415135,0.0119792988,22.4680758685,-5.9868364261,-7.8557579637,-0.0080490592,-0.0011762239,-0.0013717507,-5.147444358,-1.3916712992,1.5829257866
matrix,ə,0.0066943145,-0.0075920536,0.0068185028,-5.9868364261,21.9266562708,1.2474817667,-0.0004825697,0.0022420463,-0.0068830456,2.5564161837,-11.2678120278,0.8944597064
matrix,ə,0.018580682,-0.022267704,0.0016263659,-7.8557579637,1.2474817667,28.3691771936,-0.007909427,0.012517904,0.0012334799,-0.7405179238,3.6699361483,-11.6431346687
matrix,ə,-0.0001701022,-0.0000396,-0.00000619,-0.0080490592,-0.0004825697,-0.007909427,0.000246602,0.0000265,-0.0000156,0.0063489508,0.0090419162,0.0071200215
matrix,ə,0.000058,-0.0001625771,0.0000521,-0.0011762239,0.0022420463,0.012517904,0.0000265,0.0001752979,-0.0000479,0.006257129,-0.000516852,0.0007544284
matrix,ə,0.000000873,0.0000263,-0.0001048323,-0.0013717507,-0.0068830456,0.0012334799,-0.0000156,-0.0000479,0.0001224207,-0.0124585524,0.0088025959,0.001158423
matrix,ə,-0.0026643683,-0.0040233081,0.0063283457,-5.147444358,2.5564161837,-0.7405179238,0.0063489508,0.006257129,-0.0124585524,14.7634362036,-5.4160901683,-4.965469809
matrix,ə,0.0002141483,-0.0003311639,-0.0109345597,-1.3916712992,-11.2678120278,3.6699361483,0.0090419162,-0.000516852,0.0088025959,-5.4160901683,20.8572263085,-1.5998311575
matrix,ə,-0.0106501197,0.0004316584,0.0027499419,1.5829257866,0.8944597064,-11.6431346687,0.0071200215,0.0007544284,0.001158423,-4.965469809,-1.5998311575,22.8368776998
matrix,e,0.0001067317,0.00000354,-0.0000052,-0.0121569566,-0.0027517255,-0.004917501,-0.0000186,-0.00000177,0.00000109,0.0009462572,-0.0002437042,-0.0059041766
matrix,e,0.00000354,0.0000728,-0.0000446,0.0035433302,-0.0076468017,-0.0059097271,0.0000107,-0.00000926,0.00000219,-0.0063161187,0.0010579676,0.0017835224
matrix,e,-0.0000052,-0.0000446,0.000093,-0.0051182044,0.0125121337,-0.0075524771,-0.000000898,0.00000298,-0.0000386,0.0043432361,-0.0019509899,0.0055773327
matrix,e,-0.0121569566,0.0035433302,-0.0051182044,15.4060724772,-7.810563372,-6.6938824167,0.0109465236,0.0010126172,0.0009436006,-3.9839930758,3.0189405955,2.2316592005
matrix,e,-0.0027517255,-0.0076468017,0.0125121337,-7.810563372,21.0700285346,3.3372542421,-0.0093613384,0.0006800563,-0.0024364857,2.1973315522,-4.1338798314,1.1571850546
matrix,e,-0.004917501,-0.0059097271,-0.0075524771,-6.6938824167,3.3372542421,25.9691787802,-0.0202715973,0.0008481124,0.0067531648,-0.5463065024,-0.9016290094,-5.4215971762
matrix,e,-0.0000186,0.0000107,-0.000000898,0.0109465236,-0.0093613384,-0.0202715973,0.0002987224,0.0000086,-0.0000189,-0.0200808603,0.0199668966,0.0038610995
matrix,e,-0.00000177,-0.00000926,0.00000298,0.0010126172,0.0006800563,0.0008481124,0.0000086,0.0000354,-0.0000156,-0.0042814831,0.0075425126,-0.0028854952
matrix,e,0.00000109,0.00000219,-0.0000386,0.0009436006,-0.0024364857,0.0067531648,-0.0000189,-0.0000156,0.0000713,-0.000606087,0.0070903576,-0.0067091274
matrix,e,0.0009462572,-0.0063161187,0.0043432361,-3.9839930758,2.1973315522,-0.5463065024,-0.0200808603,-0.0042814831,-0.000606087,17.2225305419,-6.9056487531,-2.6431224485
matrix,e,-0.0002437042,0.0010579676,-0.0019509899,3.0189405955,-4.1338798314,-0.9016290094,0.0199668966,0.0075425126,0.0070903576,-6.9056487531,16.120255855,0.8204176319
matrix,e,-0.0059041766,0.0017835224,0.0055773327,2.2316592005,1.1571850546,-5.4215971762,0.0038610995,-0.0028854952,-0.0067091274,-2.6431224485,0.8204176319,24.1567852095
matrix,ɔ,0.00058793,-0.0000614,0.0000244,-0.0081750407,0.0010880925,0.0070698862,-0.0002867694,0.0000576,-0.0000593,0.0209406101,-0.0103489564,-0.0176651035
matrix,ɔ,-0.0000614,0.0000705,0.000000454,0.0167185311,0.0018550235,-0.0140291663,0.000073,-0.0000385,-0.00000483,-0.0041616499,0.0026044925,0.0084094143
matrix,ɔ,0.0000244,0.000000454,0.0002144647,-0.0100543504,-0.0013361629,0.0232603753,-0.0000463,0.00000678,-0.0001406488,-0.0022305229,-0.0087212757,0.0009174345
matrix,ɔ,-0.0081750407,0.0167185311,-0.0100543504,30.1140619358,-6.1286657891,-10.1330483791,-0.0106554449,-0.0046868708,0.008870281,-8.1140262008,-3.5022174607,-2.0345406491
matrix,ɔ,0.0010880925,0.0018550235,-0.0013361629,-6.1286657891,29.2275882409,-0.3747544294,-0.0002612782,0.0015852744,-0.0054405236,7.4909302058,-1.4457272972,-4.0302122388
matrix,ɔ,0.0070698862,-0.0140291663,0.0232603753,-10.1330483791,-0.3747544294,36.3912842228,0.0109790211,-0.0057708146,-0.0118376787,-1.5118024005,5.18351672,-14.7277465733
matrix,ɔ,-0.0002867694,0.000073,-0.0000463,-0.0106554449,-0.0002612782,0.0109790211,0.0005873159,-0.0001396644,0.00000233,-0.0334603748,0.0397378134,0.0352348347
matrix,ɔ,0.0000576,-0.0000385,0.00000678,-0.0046868708,0.0015852744,-0.0057708146,-0.0001396644,0.0000805,0.0000000484,0.0100458631,-0.0099362371,-0.0086364299
matrix,ɔ,-0.0000593,-0.00000483,-0.0001406488,0.008870281,-0.0054405236,-0.0118376787,0.00000233,0.0000000484,0.0001763157,-0.0048622314,-0.0009137237,0.0039975349
matrix,ɔ,0.0209406101,-0.0041616499,-0.0022305229,-8.1140262008,7.4909302058,-1.5118024005,-0.0334603748,0.0100458631,-0.0048622314,23.4683130372,-3.2496730277,-4.8466769236
matrix,ɔ,-0.0103489564,0.0026044925,-0.0087212757,-3.5022174607,-1.4457272972,5.18351672,0.0397378134,-0.0099362371,-0.0009137237,-3.2496730277,23.2872851288,-3.6206556002
matrix,ɔ,-0.0176651035,0.0084094143,0.0009174345,-2.0345406491,-4.0302122388,-14.7277465733,0.0352348347,-0.0086364299,0.0039975349,-4.8466769236,-3.6206556002,32.8030749205
matrix,ɛ̃,0.0001180623,0.00000182,-0.0000101,-0.0113786383,0.0150860288,-0.0105543237,-0.00000781,-0.0000101,0.0000186,0.0042736683,-0.0043609059,0.0012149786
matrix,ɛ̃,0.00000182,0.0000312,-0.00002,0.0066651868,-0.007369369,-0.0038620336,-0.000000162,-0.0000116,0.00000797,-0.0034766791,-0.0046871659,-0.0037396634
matrix,ɛ̃,-0.0000101,-0.00002,0.0000483,-0.002906551,0.0011611152,0.0043519987,0.00000222,0.00000372,-0.0000126,0.0007739975,0.0055830947,-0.0036104443
matrix,ɛ̃,-0.0113786383,0.0066651868,-0.002906551,22.3631065511,-3.6298820756,-4.9012912002,0.0029226798,-0.0043231491,0.0019163824,-1.9451912785,2.4170904791,1.4294356365
matrix,ɛ̃,0.0150860288,-0.007369369,0.0011611152,-3.6298820756,21.9331381485,-9.4640904346,-0.0021899275,0.0048552521,-0.0016166237,-0.7324198306,2.8114709576,11.8626400207
matrix,ɛ̃,-0.0105543237,-0.0038620336,0.0043519987,-4.9012912002,-9.4640904346,30.529015292,0.0079010797,0.0077007393,-0.0132830826,-1.4211317935,1.6838193491,-9.0498423631
matrix,ɛ̃,-0.00000781,-0.000000162,0.00000222,0.0029226798,-0.0021899275,0.0079010797,0.0000627,0.00000414,-0.00000669,-0.0125726431,0.0066308292,-0.0039275629
matrix,ɛ̃,-0.0000101,-0.0000116,0.00000372,-0.0043231491,0.0048552521,0.0077007393,0.00000414,0.0000232,-0.0000245,-0.0017646213,0.0058549717,0.007391855
matrix,ɛ̃,0.0000186,0.00000797,-0.0000126,0.0019163824,-0.0016166237,-0.0132830826,-0.00000669,-0.0000245,0.0000496,0.0051808011,-0.0089742518,-0.0111456888
matrix,ɛ̃,0.0042736683,-0.0034766791,0.0007739975,-1.9451912785,-0.7324198306,-1.4211317935,-0.0125726431,-0.0017646213,0.0051808011,20.8894303539,-7.4660125204,-5.3348287425
matrix,ɛ̃,-0.0043609059,-0.0046871659,0.0055830947,2.4170904791,2.8114709576,1.6838193491,0.0066308292,0.0058549717,-0.0089742518,-7.4660125204,17.1609780982,8.8569614584
matrix,ɛ̃,0.0012149786,-0.0037396634,-0.0036104443,1.4294356365,11.8626400207,-9.0498423631,-0.0039275629,0.007391855,-0.0111456888,-5.3348287425,8.8569614584,29.7288916226
matrix,ɔ̃,0.0002534983,0.0000213,-0.0000178,0.0146659299,-0.0159434275,-0.0163557005,-0.0000454,0.0000163,-0.000018,-0.0084786528,-0.0004945767,0.0074308618
matrix,ɔ̃,0.0000213,0.0000725,-0.00000211,0.0191175843,-0.0067936184,-0.0007138887,0.00000153,-0.000000536,-0.000009,-0.0045459083,0.0010147997,0.0056862853
matrix,ɔ̃,-0.0000178,-0.00000211,0.0000109,0.0025115241,0.0047314285,0.00250565,0.00000462,0.000000801,-0.00000325,0.0010084367,0.000244739,-0.0015304255
matrix,ɔ̃,0.0146659299,0.0191175843,0.0025115241,33.6353220752,1.5719570143,-6.709839547,0.0064645825,-0.0091754788,-0.0028642851,-1.456166665,3.7724359307,4.8875328711
matrix,ɔ̃,-0.0159434275,-0.0067936184,0.0047314285,1.5719570143,24.0839236307,-1.7526479365,-0.0025214763,-0.0081973512,0.0045413706,2.9773668471,3.3659610594,2.6079898783
matrix,ɔ̃,-0.0163557005,-0.0007138887,0.00250565,-6.709839547,-1.7526479365,17.2432354627,0.0076406617,0.0015842061,-0.003863506,2.0364393417,-2.0211652596,-3.7980775518
matrix,ɔ̃,-0.0000454,0.00000153,0.00000462,0.0064645825,-0.0025214763,0.0076406617,0.0000701,-0.000000564,-0.00000556,-0.0019035924,-0.0046215518,-0.0044329954
matrix,ɔ̃,0.0000163,-0.000000536,0.000000801,-0.0091754788,-0.0081973512,0.0015842061,-0.000000564,0.0000402,-0.0000131,0.0036460535,-0.0096341354,-0.0074907269
matrix,ɔ̃,-0.000018,-0.000009,-0.00000325,-0.0028642851,0.0045413706,-0.003863506,-0.00000556,-0.0000131,0.0000286,0.0040382223,0.0014676602,0.0005713845
matrix,ɔ̃,-0.0084786528,-0.0045459083,0.0010084367,-1.456166665,2.9773668471,2.0364393417,-0.0019035924,0.0036460535,0.0040382223,11.5380340837,0.198536866,-0.6127294506
matrix,ɔ̃,-0.0004945767,0.0010147997,0.000244739,3.7724359307,3.3659610594,-2.0211652596,-0.0046215518,-0.0096341354,0.0014676602,0.198536866,14.6303969524,2.8961784091
matrix,ɔ̃,0.0074308618,0.0056862853,-0.0015304255,4.8875328711,2.6079898783,-3.7980775518,-0.0044329954,-0.0074907269,0.0005713845,-0.6127294506,2.8961784091,20.562256253
matrix,ɑ,0.0001429087,-0.00000102,-0.0000105,-0.01943987,-0.0031199196,0.0006080112,-0.0000595,0.00000528,-0.00000293,0.0016865855,-0.0029254968,0.0075906938
matrix,ɑ,-0.00000102,0.000067,-0.0000159,0.0084429142,-0.0138134564,-0.0032213114,-0.00000193,-0.0000484,0.00000649,-0.0009737413,0.006549696,0.0015441444
matrix,ɑ,-0.0000105,-0.0000159,0.0000721,-0.005417768,0.0109665523,-0.0005122469,0.000000959,0.0000114,-0.0000458,0.0047604955,-0.007649734,-0.001635679
matrix,ɑ,-0.01943987,0.0084429142,-0.005417768,19.3272209137,-7.9121010537,-6.3532517503,0.0067943215,-0.0087345343,0.0068476862,-4.7188955482,3.3988305048,4.0431538608
matrix,ɑ,-0.0031199196,-0.0138134564,0.0109665523,-7.9121010537,27.9053944148,-0.364863794,0.0008116692,0.0076768596,-0.0075235013,3.1456573773,-13.2633111051,-2.0776714689
matrix,ɑ,0.0006080112,-0.0032213114,-0.0005122469,-6.3532517503,-0.364863794,20.2321307213,0.0026312572,0.0012169388,0.0003159846,1.1451722062,0.6183061839,-11.7199821758
matrix,ɑ,-0.0000595,-0.00000193,0.000000959,0.0067943215,0.0008116692,0.0026312572,0.0001093513,0.0000112,-0.00000447,0.0005953047,-0.0081059124,-0.0040061587
matrix,ɑ,0.00000528,-0.0000484,0.0000114,-0.0087345343,0.0076768596,0.0012169388,0.0000112,0.0000602,-0.0000182,0.0070103029,-0.0072548588,-0.0016981293
matrix,ɑ,-0.00000293,0.00000649,-0.0000458,0.0068476862,-0.0075235013,0.0003159846,-0.00000447,-0.0000182,0.0000624,-0.0092519494,0.0071164241,-0.0013925909
matrix,ɑ,0.0016865855,-0.0009737413,0.0047604955,-4.7188955482,3.1456573773,1.1451722062,0.0005953047,0.0070103029,-0.0092519494,16.8624437118,-3.6237286019,-3.5411215404
matrix,ɑ,-0.0029254968,0.006549696,-0.007649734,3.3988305048,-13.2633111051,0.6183061839,-0.0081059124,-0.0072548588,0.0071164241,-3.6237286019,21.3145935759,-1.7808547789
matrix,ɑ,0.0075906938,0.0015441444,-0.001635679,4.0431538608,-2.0776714689,-11.7199821758,-0.0040061587,-0.0016981293,-0.0013925909,-3.5411215404,-1.7808547789,20.7324981496
matrix,ɪ,0.0001861482,-0.00000841,0.00000381,-0.011883518,0.0048536305,0.0019059893,-0.0000642,0.00000668,0.00000468,0.0020079849,0.0008702599,0.0028980143
matrix,ɪ,-0.00000841,0.0000544,-0.0000279,0.0030310417,0.0022341906,-0.0062104794,0.00000167,-0.00002,0.00000372,0.0031617084,-0.0062945253,0.002317649
matrix,ɪ,0.00000381,-0.0000279,0.000059,-0.0036075659,0.0021785609,0.00056502,0.0000085,0.00000681,-0.0000298,0.0000285,-0.0011772938,-0.0025875197
matrix,ɪ,-0.011883518,0.0030310417,-0.0036075659,17.9600402998,-3.701149869,-3.1199417937,0.0012824644,-0.0002185981,-0.0022592916,-4.6839093055,-0.6743337256,-1.3693549484
matrix,ɪ,0.0048536305,0.0022341906,0.0021785609,-3.701149869,14.583320016,-0.9250964683,-0.0047501071,-0.0001058978,-0.0019561218,1.3660815299,-5.3537766512,1.7087228665
matrix,ɪ,0.0019059893,-0.0062104794,0.00056502,-3.1199417937,-0.9250964683,23.5710713169,0.0002258261,0.0017148777,-0.0017242003,-0.8484132099,1.9991003558,-7.6141243322
matrix,ɪ,-0.0000642,0.00000167,0.0000085,0.0012824644,-0.0047501071,0.0002258261,0.0001212755,-0.00000496,-0.00000928,-0.0092661662,0.0069664778,0.0058846519
matrix,ɪ,0.00000668,-0.00002,0.00000681,-0.0002185981,-0.0001058978,0.0017148777,-0.00000496,0.0000294,-0.0000133,0.0000197,0.0029506276,-0.0023059803
matrix,ɪ,0.00000468,0.00000372,-0.0000298,-0.0022592916,-0.0019561218,-0.0017242003,-0.00000928,-0.0000133,0.0000557,-0.0015087848,0.0052422433,-0.0000423
matrix,ɪ,0.0020079849,0.0031617084,0.0000285,-4.6839093055,1.3660815299,-0.8484132099,-0.0092661662,0.0000197,-0.0015087848,15.9805859552,-4.6634810805,-5.5936380446
matrix,ɪ,0.0008702599,-0.0062945253,-0.0011772938,-0.6743337256,-5.3537766512,1.9991003558,0.0069664778,0.0029506276,0.0052422433,-4.6634810805,13.5871814939,-1.7316142495
matrix,ɪ,0.0028980143,0.002317649,-0.0025875197,-1.3693549484,1.7087228665,-7.6141243322,0.0058846519,-0.0023059803,-0.0000423,-5.5936380446,-1.7316142495,22.5787252741
matrix,ʊ,0.0001851982,-0.0000132,-0.0000357,-0.0141676906,-0.0058041486,0.0067448838,-0.0000391,-0.00000678,0.00000934,0.0012657221,0.0073197864,-0.0040038975
matrix,ʊ,-0.0000132,0.0000225,-0.00000056,0.0034291246,-0.0012758224,-0.0030162924,0.00000693,-0.00000559,0.00000597,-0.0017165142,-0.0006735753,0.0000764
matrix,ʊ,-0.0000357,-0.00000056,0.0000744,0.0026896896,0.0082478133,0.0015332463,-0.0000109,0.00000593,-0.0000438,0.0003399758,-0.0012656685,0.0036316621
matrix,ʊ,-0.0141676906,0.0034291246,0.0026896896,16.2824920558,-1.4985601021,-3.9957340132,0.0036920413,0.0002640045,-0.0012168922,-2.6118750712,-0.8410311205,0.1302062501
matrix,ʊ,-0.0058041486,-0.0012758224,0.0082478133,-1.4985601021,16.9065626911,-2.0416598403,0.0028007356,0.0025228896,-0.0038168836,1.0613896055,-5.3016857546,1.619303999
matrix,ʊ,0.0067448838,-0.0030162924,0.0015332463,-3.9957340132,-2.0416598403,18.3425221486,-0.0042192432,0.0001183414,0.0002685392,1.1522574913,1.117185887,-5.246823432
matrix,ʊ,-0.0000391,0.00000693,-0.0000109,0.0036920413,0.0028007356,-0.0042192432,0.000160817,-0.00000655,-0.00000418,-0.0045483305,0.0043850104,0.0044776795
matrix,ʊ,-0.00000678,-0.00000559,0.00000593,0.0002640045,0.0025228896,0.0001183414,-0.00000655,0.0000156,-0.0000101,0.0014475878,-0.0012844917,-0.0005409181
matrix,ʊ,0.00000934,0.00000597,-0.0000438,-0.0012168922,-0.0038168836,0.0002685392,-0.00000418,-0.0000101,0.0000762,0.001164195,0.0033527166,-0.0015878942
matrix,ʊ,0.0012657221,-0.0017165142,0.0003399758,-2.6118750712,1.0613896055,1.1522574913,-0.0045483305,0.0014475878,0.001164195,12.719521366,-2.1587794337,-3.0900373757
matrix,ʊ,0.0073197864,-0.0006735753,-0.0012656685,-0.8410311205,-5.3016857546,1.117185887,0.0043850104,-0.0012844917,0.0033527166,-2.1587794337,11.0152172034,-2.8057988995
matrix,ʊ,-0.0040038975,0.0000764,0.0036316621,0.1302062501,1.619303999,-5.246823432,0.0044776795,-0.0005409181,-0.0015878942,-3.0900373757,-2.8057988995,15.4094813868
